#NASA wall-mounted hump experimental data
variables="x/c","y/c","u/Uref","v/Uinf","uu/Uinf^2","vv/Uinf^2","uv/Uinf^2"
zone t="exp, x/c=0.65"
 6.498178244E-01 1.579424441E-01 1.157422185E+00 -1.174861267E-01 2.963426756E-03 1.382058603E-03 -7.924744859E-04
 6.498178244E-01 1.570634395E-01 1.154541373E+00 -1.177933291E-01 3.016612493E-03 1.349549508E-03 -8.270181133E-04
 6.498178244E-01 1.562643498E-01 1.152262688E+00 -1.184995323E-01 3.073446685E-03 1.329321181E-03 -8.230066742E-04
 6.498178244E-01 1.553853601E-01 1.149556756E+00 -1.193990707E-01 3.148945281E-03 1.313573914E-03 -7.725568721E-04
 6.498178244E-01 1.545862705E-01 1.146937847E+00 -1.201944277E-01 3.224254120E-03 1.329997554E-03 -7.444764487E-04
 6.498178244E-01 1.537072659E-01 1.144466519E+00 -1.207150444E-01 3.283807775E-03 1.359492540E-03 -7.723052986E-04
 6.498178244E-01 1.529081762E-01 1.142548442E+00 -1.211195439E-01 3.369485261E-03 1.386007410E-03 -8.159951540E-04
 6.498178244E-01 1.520291865E-01 1.140277505E+00 -1.220910549E-01 3.432946047E-03 1.351105049E-03 -8.063847199E-04
 6.498178244E-01 1.512300968E-01 1.138366580E+00 -1.231580526E-01 3.446718678E-03 1.343775308E-03 -7.978530484E-04
 6.498977542E-01 1.504310071E-01 1.136490107E+00 -1.241846010E-01 3.493449884E-03 1.337446971E-03 -7.756665582E-04
 6.498977542E-01 1.495520025E-01 1.134360909E+00 -1.254722923E-01 3.546718741E-03 1.328937127E-03 -7.736269035E-04
 6.498977542E-01 1.487529129E-01 1.132220507E+00 -1.270133704E-01 3.534730524E-03 1.291859196E-03 -7.801062311E-04
 6.498977542E-01 1.478739232E-01 1.129864454E+00 -1.282649040E-01 3.442520509E-03 1.286633895E-03 -7.643524441E-04
 6.498977542E-01 1.470748335E-01 1.127553105E+00 -1.294590384E-01 3.430875950E-03 1.313850284E-03 -7.395705907E-04
 6.498977542E-01 1.461958289E-01 1.124728322E+00 -1.307509840E-01 3.477478633E-03 1.345840399E-03 -7.529405993E-04
 6.498977542E-01 1.453967392E-01 1.122737527E+00 -1.321482807E-01 3.515347373E-03 1.336060232E-03 -7.437457680E-04
 6.498977542E-01 1.445976496E-01 1.121258378E+00 -1.334215105E-01 3.520602826E-03 1.312311739E-03 -7.050913991E-04
 6.498977542E-01 1.437186599E-01 1.119772434E+00 -1.349115521E-01 3.498072270E-03 1.300650067E-03 -6.967751542E-04
 6.498977542E-01 1.429195702E-01 1.118191957E+00 -1.359206140E-01 3.490195842E-03 1.320227399E-03 -7.237236714E-04
 6.498977542E-01 1.420405656E-01 1.116096139E+00 -1.369650364E-01 3.474079072E-03 1.314944704E-03 -7.357336581E-04
 6.498977542E-01 1.412414759E-01 1.113949060E+00 -1.381629258E-01 3.514684504E-03 1.290921005E-03 -7.398488233E-04
 6.499776840E-01 1.403624862E-01 1.111747503E+00 -1.395412385E-01 3.520513419E-03 1.271075918E-03 -7.373647531E-04
 6.499776840E-01 1.395633966E-01 1.110372305E+00 -1.413756907E-01 3.474299330E-03 1.242995379E-03 -6.996222655E-04
 6.499776840E-01 1.386843920E-01 1.108955741E+00 -1.435738504E-01 3.391034203E-03 1.231106347E-03 -6.775114452E-04
 6.499776840E-01 1.378853023E-01 1.107795238E+00 -1.451570839E-01 3.384888638E-03 1.250525354E-03 -7.052521687E-04
 6.499776840E-01 1.370862126E-01 1.106683016E+00 -1.464538872E-01 3.412942169E-03 1.321459189E-03 -7.516589831E-04
 6.499776840E-01 1.362072229E-01 1.105084181E+00 -1.485866606E-01 3.422006033E-03 1.335660578E-03 -7.792486576E-04
 6.499776840E-01 1.354081333E-01 1.103402972E+00 -1.505055428E-01 3.386090277E-03 1.303321216E-03 -7.727159536E-04
 6.499776840E-01 1.345291287E-01 1.101417661E+00 -1.518783271E-01 3.419282380E-03 1.276765601E-03 -7.663441938E-04
 6.499776840E-01 1.337300390E-01 1.099493146E+00 -1.531531364E-01 3.454744117E-03 1.250150497E-03 -7.343018078E-04
 6.499776840E-01 1.328510493E-01 1.096742868E+00 -1.547823995E-01 3.545254469E-03 1.218066784E-03 -7.179881213E-04
 6.499776840E-01 1.320519596E-01 1.094175458E+00 -1.566147506E-01 3.669505939E-03 1.191498013E-03 -7.228004397E-04
 6.500575542E-01 1.312528700E-01 1.091437221E+00 -1.583398879E-01 3.740843153E-03 1.171784592E-03 -7.588120643E-04
 6.500575542E-01 1.303738654E-01 1.088590622E+00 -1.603063792E-01 3.811600385E-03 1.132636913E-03 -7.920103380E-04
 6.500575542E-01 1.295747757E-01 1.085253477E+00 -1.621365547E-01 3.945148550E-03 1.067463192E-03 -8.602957241E-04
 6.500575542E-01 1.286957860E-01 1.080307722E+00 -1.641130745E-01 4.181130324E-03 1.026606886E-03 -9.602688951E-04
 6.500575542E-01 1.278966963E-01 1.074358940E+00 -1.658288985E-01 4.449977539E-03 1.055180212E-03 -1.065614633E-03
 6.500575542E-01 1.270176917E-01 1.066928983E+00 -1.674655229E-01 4.685278516E-03 1.066704746E-03 -1.100954250E-03
 6.500575542E-01 1.262186021E-01 1.058968067E+00 -1.689135432E-01 4.948368762E-03 1.047636848E-03 -1.139816712E-03
 6.500575542E-01 1.253396124E-01 1.047536254E+00 -1.706410795E-01 5.376938265E-03 1.012291526E-03 -1.241527614E-03
 6.500575542E-01 1.245405227E-01 1.033390641E+00 -1.718840897E-01 5.946366582E-03 1.028185012E-03 -1.410605619E-03
 6.500575542E-01 1.237414330E-01 1.014991999E+00 -1.722357571E-01 6.617727689E-03 1.093628118E-03 -1.601318596E-03
 6.500575542E-01 1.228624359E-01 9.894784689E-01 -1.719260216E-01 7.275768090E-03 1.161610591E-03 -1.761707244E-03
 6.500575542E-01 1.220633462E-01 9.606514573E-01 -1.710909903E-01 7.878733799E-03 1.216266071E-03 -1.943741343E-03
 6.501374841E-01 1.211843491E-01 9.232735038E-01 -1.691789031E-01 8.620771579E-03 1.318826457E-03 -2.246397780E-03
 6.501374841E-01 1.203852594E-01 8.838036656E-01 -1.657935679E-01 9.229050949E-03 1.429520780E-03 -2.533138264E-03
 6.501374841E-01 1.195062622E-01 8.314516544E-01 -1.598735005E-01 9.195223451E-03 1.453775330E-03 -2.601133892E-03
 6.501374841E-01 1.187071726E-01 7.673105001E-01 -1.520565301E-01 8.540284820E-03 1.387659926E-03 -2.476171823E-03
 6.501374841E-01 1.179080829E-01 6.979481578E-01 -1.419584602E-01 8.472502232E-03 1.428166754E-03 -2.517442917E-03
 6.501374841E-01 1.170290858E-01 6.279237866E-01 -1.283470988E-01 8.732763119E-03 1.202623826E-03 -2.523999661E-03
zone t="exp, x/c=0.66"
 6.597265601E-01 1.579424441E-01 1.145505905E+00 -1.203291565E-01 3.082062816E-03 1.243700506E-03 -6.064974004E-04
 6.597265601E-01 1.569835395E-01 1.143181562E+00 -1.210097075E-01 3.081237897E-03 1.238749712E-03 -6.765827420E-04
 6.597265601E-01 1.561045349E-01 1.140479326E+00 -1.214799732E-01 3.089172067E-03 1.254524803E-03 -7.115102489E-04
 6.597265601E-01 1.552255452E-01 1.137611628E+00 -1.219758019E-01 3.139638575E-03 1.299523865E-03 -7.591869798E-04
 6.597265601E-01 1.542666256E-01 1.134880543E+00 -1.225446314E-01 3.269853070E-03 1.332136337E-03 -7.627691375E-04
 6.597265601E-01 1.533876359E-01 1.132245898E+00 -1.225368157E-01 3.353286069E-03 1.330800354E-03 -7.744981558E-04
 6.597265601E-01 1.525086313E-01 1.129476070E+00 -1.224985048E-01 3.378276713E-03 1.317918533E-03 -8.038129890E-04
 6.597265601E-01 1.516296417E-01 1.126975656E+00 -1.231350228E-01 3.384805750E-03 1.320427167E-03 -8.500666008E-04
 6.598064303E-01 1.506707370E-01 1.124861002E+00 -1.245921478E-01 3.399332520E-03 1.333695953E-03 -8.487470332E-04
 6.598064303E-01 1.497917324E-01 1.122845054E+00 -1.258865744E-01 3.427424934E-03 1.327288221E-03 -8.318600594E-04
 6.598064303E-01 1.489127427E-01 1.120092630E+00 -1.272987425E-01 3.385981079E-03 1.319526811E-03 -7.923884550E-04
 6.598064303E-01 1.480337381E-01 1.117110729E+00 -1.288479567E-01 3.328511259E-03 1.315874979E-03 -7.578199147E-04
 6.598064303E-01 1.470748335E-01 1.113854170E+00 -1.299433112E-01 3.303019796E-03 1.312644570E-03 -7.218869287E-04
 6.598064303E-01 1.461958289E-01 1.110918045E+00 -1.303149462E-01 3.349069972E-03 1.346061472E-03 -7.264115848E-04
 6.598064303E-01 1.453168392E-01 1.108586073E+00 -1.306689680E-01 3.398344619E-03 1.369230798E-03 -7.347545470E-04
 6.598064303E-01 1.443579346E-01 1.106092453E+00 -1.316861957E-01 3.424103139E-03 1.382194110E-03 -7.447319222E-04
 6.598064303E-01 1.434789300E-01 1.103196502E+00 -1.330611408E-01 3.430614946E-03 1.386461547E-03 -7.692725048E-04
 6.598064303E-01 1.425999403E-01 1.100439191E+00 -1.344975978E-01 3.416861175E-03 1.388148288E-03 -7.874476141E-04
 6.598064303E-01 1.417209357E-01 1.098572969E+00 -1.361733675E-01 3.405127442E-03 1.381228794E-03 -7.998293149E-04
 6.598064303E-01 1.407620311E-01 1.096553683E+00 -1.376976967E-01 3.404418705E-03 1.357406843E-03 -7.891940768E-04
 6.598064303E-01 1.398830265E-01 1.094339132E+00 -1.391832232E-01 3.428789554E-03 1.338381204E-03 -7.757521234E-04
 6.598064303E-01 1.390040368E-01 1.091863513E+00 -1.403954923E-01 3.434694838E-03 1.336990274E-03 -7.884067018E-04
 6.598863602E-01 1.381250322E-01 1.089453220E+00 -1.418372393E-01 3.391301725E-03 1.334489323E-03 -7.867725799E-04
 6.598863602E-01 1.371661276E-01 1.087181091E+00 -1.434172094E-01 3.359743394E-03 1.305913203E-03 -7.900049095E-04
 6.598863602E-01 1.362871230E-01 1.085297346E+00 -1.453988254E-01 3.413175931E-03 1.279336051E-03 -8.051387849E-04
 6.598863602E-01 1.354081333E-01 1.082993984E+00 -1.471967846E-01 3.479173873E-03 1.257112599E-03 -8.323022630E-04
 6.598863602E-01 1.344492286E-01 1.080049038E+00 -1.492918879E-01 3.472632496E-03 1.218181453E-03 -8.393928874E-04
 6.598863602E-01 1.335702240E-01 1.077179670E+00 -1.511031538E-01 3.477013437E-03 1.194209326E-03 -8.320232737E-04
 6.598863602E-01 1.326912344E-01 1.074298859E+00 -1.531145126E-01 3.528639907E-03 1.185772941E-03 -8.358689374E-04
 6.598863602E-01 1.318122298E-01 1.071004748E+00 -1.548137069E-01 3.624782898E-03 1.179562998E-03 -8.524519508E-04
 6.598863602E-01 1.308533251E-01 1.067091227E+00 -1.566798538E-01 3.691236954E-03 1.170267002E-03 -8.944072179E-04
 6.598863602E-01 1.299743205E-01 1.063754082E+00 -1.582282335E-01 3.778177314E-03 1.166282222E-03 -9.353709174E-04
 6.598863602E-01 1.290953308E-01 1.060232162E+00 -1.598436832E-01 3.867471823E-03 1.171950600E-03 -9.427402983E-04
 6.598863602E-01 1.282163262E-01 1.055895686E+00 -1.615289599E-01 3.976393957E-03 1.146530150E-03 -9.270837181E-04
